연번,상호명,업종,완비증명 발급일,지번 주소,도로명 주소,영업장 면적,영업장 층,관할소방서
765,스칸디나하우스,고시원업,2012-03-09,서울특별시 동대문구 전농동 124-69,서울특별시 동대문구 전농로 209,333.41,"지상3,4",동대문소방서
766,다온리슈빌(구.미성고시원),고시원업,2012-03-12,서울특별시 동대문구 이문동 305-70,서울특별시 동대문구 휘경로 16-4,312.94,"지상2,3,4,5,6",동대문소방서
767,성안빌딩,고시원업,2012-02-24,서울특별시 동대문구 장안동 429-3,서울특별시 동대문구 장한로 51,317.73,지상4,동대문소방서
768,위하우스,고시원업,2012-03-28,서울특별시 동대문구 이문동 287-22,서울특별시 동대문구 이문로 100,190.12,지상3,동대문소방서
769,e-편한고시원,고시원업,2012-03-26,서울특별시 동대문구 휘경동 187-20,서울특별시 동대문구 이문로 58,208.34,"지상2,3",동대문소방서
770,낭랑고시원,고시원업,2012-04-24,서울특별시 동대문구 휘경동 312-26,서울특별시 동대문구 전농로38길 84,427.65,"지하1/지상1,2,3,4",동대문소방서
771,허브레지던스 3층,고시원업,2008-07-24,서울특별시 동대문구 회기동 60-42,서울특별시 동대문구 회기로 137,195.77,지상3,동대문소방서
772,김옥분고시원,고시원업,2012-05-11,서울특별시 동대문구 장안동 319-9,서울특별시 동대문구 장한로36길 23-47,332.13,"지상2,3,4",동대문소방서
773,렉스고시텔,고시원업,2012-05-18,서울특별시 동대문구 전농동 597-17,서울특별시 동대문구 왕산로 240,251.85,"지상5,6",동대문소방서
774,오투원룸텔,고시원업,2012-05-29,서울특별시 동대문구 휘경동 183-143,서울특별시 동대문구 회기로31길 3,579.06,"지상2,3,4,5,6,7",동대문소방서
775,21세기고시원,고시원업,2012-06-12,서울특별시 동대문구 신설동 29-1,서울특별시 동대문구 한빛로 21,214.32,지상4,동대문소방서
776,신정고시원,고시원업,2012-06-19,서울특별시 동대문구 제기동 210-2,서울특별시 동대문구 제기로4다길 15,416.64,"지상2,3,4",동대문소방서
777,파인리빙텔 2호점(구.클래식리빙텔),고시원업,2012-06-15,서울특별시 동대문구 회기동 60-125,서울특별시 동대문구 회기로 122,262.99,지상2,동대문소방서
778,노블레지던스,고시원업,2012-04-23,서울특별시 동대문구 답십리동 487-18,서울특별시 동대문구 사가정로2길 139,321,"지상2,3,4",동대문소방서
779,비제이고시원,고시원업,2012-04-18,서울특별시 동대문구 답십리동 57-13,서울특별시 동대문구 답십리로48길 22,397.1,"지하1/지상1,2,3,4",동대문소방서
780,블레싱인서울,고시원업,2012-07-12,서울특별시 동대문구 청량리동 2-7,서울특별시 동대문구 왕산로 295,858.66,"지상10,11,12,13,14,15",동대문소방서
781,영타워,고시원업,2012-06-22,서울특별시 동대문구 휘경동 183-201,서울특별시 동대문구 회기로31가길 22-4,453.9,"지상2,3,4,5,6,7,8,9",동대문소방서
782,통일고시텔,고시원업,2012-07-26,서울특별시 동대문구 답십리동 469-65,서울특별시 동대문구 황물로 55,393.57,"지상2,3",동대문소방서
783,신영,고시원업,2012-09-07,서울특별시 동대문구 전농동 103-46,서울특별시 동대문구 전농로38나길 20,453.73,"지하1/지상1,2,3,4",동대문소방서
784,훈민텔,고시원업,2012-10-22,서울특별시 동대문구 제기동 1141-40,서울특별시 동대문구 약령서1길 38-1,312.14,"지상1,2,3",동대문소방서
785,신흥,고시원업,2012-11-19,서울특별시 동대문구 용두동 733-5,서울특별시 동대문구 무학로51길 61,400.14,"지하1/지상1,2,3",동대문소방서
786,뉴스타,고시원업,2011-02-10,서울특별시 동대문구 용두동 731-7,서울특별시 동대문구 무학로49길 46,380.88,지상2,동대문소방서
787,"제기고시원(2,3층)",고시원업,2012-12-28,서울특별시 동대문구 제기동 1148-10,서울특별시 동대문구 회기로4길 16,544.86,"지상2,3",동대문소방서
788,세인고시원,고시원업,2012-05-08,서울특별시 동대문구 장안동 294-6,서울특별시 동대문구 장한로27길 41,618.91,"지상2,3,4,5",동대문소방서
789,우재고시텔,고시원업,2013-01-22,서울특별시 동대문구 전농동 103-315,서울특별시 동대문구 서울시립대로27길 26,441,"지상3,4,5",동대문소방서
790,장안루아르오피스텔201,고시원업,2013-01-31,서울특별시 동대문구 장안동 431-7,서울특별시 동대문구 천호대로83길 34,259,지상2,동대문소방서
791,장안루아르오피스텔301 (수정고시원),고시원업,2013-01-31,서울특별시 동대문구 장안동 431-7,서울특별시 동대문구 천호대로83길 34,259.84,지상3,동대문소방서
792,리치빌,고시원업,2013-03-15,서울특별시 동대문구 휘경동 183-129,서울특별시 동대문구 회기로31가길 14,511.07,"지상2,3,4,5,6,7,8",동대문소방서
793,장안루아르오피스텔401,고시원업,2013-03-13,서울특별시 동대문구 장안동 431-7,서울특별시 동대문구 천호대로83길 34,259.84,지상4,동대문소방서
794,해피하우스,고시원업,2013-03-13,서울특별시 동대문구 전농동 152-11,서울특별시 동대문구 서울시립대로 164,229.32,지상3,동대문소방서
795,민족통일(7층~13층),고시원업,2013-05-27,서울특별시 동대문구 휘경동 321-26,서울특별시 동대문구 이문로 38,898.8,"지상7,8,9,10,11,12,13",동대문소방서
796,노블하우스,고시원업,2015-02-26,서울특별시 동대문구 신설동 102-37,서울특별시 동대문구 왕산로2길 32,320.16,"지상4,5",동대문소방서
797,서율궁,고시원업,2013-09-30,서울특별시 동대문구 이문동 288-63,서울특별시 동대문구 휘경로 4-10,415.02,"지상2,3,4,5,6,7",동대문소방서
798,다프고시원,고시원업,2013-11-12,서울특별시 동대문구 휘경동 183-197,서울특별시 동대문구 회기로31길 11,335.57,"지상2,3,4,5,6,7,8",동대문소방서
799,외대고시원,고시원업,2013-12-11,서울특별시 동대문구 이문동 288-4,서울특별시 동대문구 이문로 118,307.12,"지상3,4",동대문소방서
800,남영덕고시원,고시원업,2013-12-17,서울특별시 동대문구 제기동 148-51,서울특별시 동대문구 약령시로 12-1,343.2,"지상2,3,4",동대문소방서
801,다니엘서원(구.아이반),고시원업,2014-06-16,서울특별시 동대문구 장안동 432-10,서울특별시 동대문구 천호대로83길 16,366.09,"지상2,3,4",동대문소방서
802,투에치빌(구.휘경고시원),고시원업,2014-08-06,서울특별시 동대문구 휘경동 183-365,서울특별시 동대문구 이문로6길 35-5,309.18,"지상1,2,3",동대문소방서
803,동보빌,고시원업,2014-09-18,서울특별시 동대문구 휘경동 183-203,서울특별시 동대문구 회기로31가길 2-6,620.92,"지하-1/지상1,2,3,4,5,6",동대문소방서
804,J.W Park(제이더블유파크),고시원업,2014-10-02,서울특별시 동대문구 휘경동 183-112,서울특별시 동대문구 회기로31가길 34-1,448.62,"지상2,3,4,5,6,7",동대문소방서
805,유정비엔빌,고시원업,2015-01-19,서울특별시 동대문구 회기동 60-78,서울특별시 동대문구 경희대로1나길 10,439.74,"지하1/지상1,2",동대문소방서
806,에코빌딩,고시원업,2015-11-03,서울특별시 동대문구 제기동 138-9,서울특별시 동대문구 제기로6가길 3,310.81,"지상2,3,4",동대문소방서
807,그레이하우스,고시원업,2016-01-21,서울특별시 동대문구 휘경동 286-141,서울특별시 동대문구 망우로18가길 36,216.52,"지상2,3",동대문소방서
808,루미스테이,고시원업,2016-03-02,서울특별시 동대문구 회기동 42-16,서울특별시 동대문구 경희대로3길 20,317.14,"지상3,4",동대문소방서
809,루비하우스,고시원업,2016-03-03,서울특별시 동대문구 휘경동 183-122,서울특별시 동대문구 회기로31나길 31,452.28,"지상2,3,4,5,6,7",동대문소방서
810,노블레지던스,고시원업,2016-03-25,서울특별시 동대문구 제기동 1131,서울특별시 동대문구 약령중앙로2길 10,458.42,"지상3,4",동대문소방서
811,폴리하우스(구.루비하우스),고시원업,2016-05-17,서울특별시 동대문구 휘경동 183-206,서울특별시 동대문구 회기로31가길 2-7,316.98,"지상2,3,4,5,6,7",동대문소방서
812,이문고시원,고시원업,2016-05-25,서울특별시 동대문구 이문동 288-65,서울특별시 동대문구 이문로 108,222.98,지상3,동대문소방서
813,하루엔아키,고시원업,2016-11-18,서울특별시 동대문구 회기동 62-11,서울특별시 동대문구 회기로26길 24,234.64,"지상2,3,4",동대문소방서
814,와우,고시원업,2016-12-06,서울특별시 동대문구 신설동 98-37,서울특별시 동대문구 하정로3길 8-5,391.52,"지상2,3,4,5,6",동대문소방서
815,그린빌,고시원업,2016-12-23,서울특별시 동대문구 제기동 146-35,서울특별시 동대문구 안암로18길 4,265.41,"지상2,3,4",동대문소방서
816,드림하우스,고시원업,2017-02-07,서울특별시 동대문구 휘경동 183-195,서울특별시 동대문구 회기로31나길 41,441.27,"지상2,3,4,5,6,7",동대문소방서
817,파크빌 원룸텔,고시원업,2017-04-26,서울특별시 동대문구 장안동 418-6,서울특별시 동대문구 한천로2길 87,394.2,"지상4,5",동대문소방서
818,서하고시원,고시원업,2017-05-23,서울특별시 동대문구 제기동 204,서울특별시 동대문구 제기로4다길 7,463.2,"지상1,2,3",동대문소방서
819,다온레지던스,고시원업,2017-09-26,서울특별시 동대문구 회기동 42-23,서울특별시 동대문구 경희대로3길 30,399.88,"지상3,4",동대문소방서
820,율촌-30고시원,고시원업,2018-01-04,서울특별시 동대문구 휘경동 264-3,서울특별시 동대문구 망우로21길 29,417.84,"지상2,3,4,5",동대문소방서
821,비엔하우스,고시원업,2018-05-28,서울특별시 동대문구 신설동 84-4,서울특별시 동대문구 한빛로 1,440.4,"지상4,5,6",동대문소방서
822,안기다현,고시원업,2018-08-01,서울특별시 동대문구 휘경동 183-183,서울특별시 동대문구 회기로31가길 22-5,458.7,"지상2,3,4,5,6,7",동대문소방서
823,굿스테이원룸텔,고시원업,2018-09-10,서울특별시 동대문구 휘경동 321-7,서울특별시 동대문구 이문로 32,340.5,"지상4,5",동대문소방서
824,레지던스J,고시원업,2020-04-14,서울특별시 동대문구 회기동 42-71,서울특별시 동대문구 경희대로3길 21,324.65,"지상4,5",동대문소방서
825,그레이스빌,고시원업,2021-01-11,서울특별시 동대문구 장안동 418-9,서울특별시 동대문구 한천로6길 72,691.26,"지상2,3,4,5,6,7",동대문소방서
826,형제고시원,고시원업,2022-10-17,서울특별시 동대문구 휘경동 312-11,서울특별시 동대문구 전농로38길 89,190.74,지상3,동대문소방서
827,메가스테이,고시원업,2022-03-30,서울특별시 동대문구 회기동 60-108,서울특별시 동대문구 회기로 117,274.5,"지상2,3",동대문소방서
828,우먼스 아카데미텔,고시원업,2008-01-23,서울특별시 동대문구 전농동 152-14,서울특별시 동대문구 서울시립대로29길 50,397.44,"지하1/지상1,2,3,4,5",동대문소방서
829,이삭미니텔,고시원업,2009-07-01,서울특별시 동대문구 전농동 584-11,서울특별시 동대문구 서울시립대로 123,234.9,"지상3,4",동대문소방서
830,파인하우스,고시원업,2006-06-14,서울특별시 동대문구 휘경동 191-4,서울특별시 동대문구 회기로 193,361.92,"지상3,4",동대문소방서
831,지성고시원,고시원업,2008-01-04,서울특별시 동대문구 용두동 39-112,서울특별시 동대문구 천호대로35길 25,161.52,지상2,동대문소방서
832,양지고시원,고시원업,2007-03-29,서울특별시 동대문구 장안동 237-7,서울특별시 동대문구 한천로 28,322.58,"지상3,4",동대문소방서
833,캐슬고시텔,고시원업,2008-04-11,서울특별시 동대문구 장안동 294-12,서울특별시 동대문구 답십리로 259,314.4,지상3,동대문소방서
834,지성고시원,고시원업,2012-11-29,서울특별시 동대문구 신설동 98-12,서울특별시 동대문구 하정로3길 14,244.98,지상2,동대문소방서
835,블루미니텔,고시원업,2007-05-07,서울특별시 동대문구 장안동 423-16,서울특별시 동대문구 천호대로83길 43-1,131.13,지상2,동대문소방서
836,서울고시원,고시원업,2012-08-22,서울특별시 동대문구 청량리동 773,서울특별시 동대문구 경동시장로2길 49-3,134.74,지상3,동대문소방서
837,이지스테이,고시원업,2007-05-15,서울특별시 동대문구 이문동 264-50,서울특별시 동대문구 천장산로 40,240,"지상2,3",동대문소방서
838,해오름고시원,고시원업,2007-05-21,서울특별시 동대문구 회기동 42-21,서울특별시 동대문구 경희대로3길 28,999.6,"지상2,3,4",동대문소방서
839,둥지고시원,고시원업,2006-06-01,서울특별시 동대문구 청량리동 778,서울특별시 동대문구 왕산로35길 24,629.72,지상3,동대문소방서
840,그린쉐르빌고시원,고시원업,2012-06-20,서울특별시 동대문구 신설동 114-90,서울특별시 동대문구 난계로26길 21,353.28,"지상2,3",동대문소방서
841,멤버스 고시원,고시원업,2007-02-15,서울특별시 동대문구 전농동 103-461,서울특별시 동대문구 전농로38길 37,272.78,"지상2,3",동대문소방서
842,e편한고시원(폐업),고시원업,2007-03-20,서울특별시 동대문구 전농동 597-2,서울특별시 동대문구 왕산로 254,269.58,"지상2,3",동대문소방서
843,삼성래미안고시원(상가),고시원업,2009-06-15,서울특별시 동대문구 전농동 155,서울특별시 동대문구 전농로 192,326.4,지상3,동대문소방서
844,우리고시원,고시원업,2012-11-20,서울특별시 동대문구 신설동 69-1,서울특별시 동대문구 한빛로 13,278.61,"지상2,3,4",동대문소방서
845,미래아이비즈고시원,고시원업,2013-02-27,서울특별시 동대문구 신설동 73-5,서울특별시 동대문구 왕산로 17-10,161,"지상1,2,3",동대문소방서
846,VIP고시원,고시원업,2009-01-13,서울특별시 동대문구 용두동 221-2,서울특별시 동대문구 왕산로9길 28,330,"지상2,3",동대문소방서
847,송죽고시원,고시원업,2012-10-15,서울특별시 동대문구 전농동 643-7,서울특별시 동대문구 답십리로 46,216.35,지상5,동대문소방서
848,궁전고시원,고시원업,2007-06-11,서울특별시 동대문구 장안동 331-2,서울특별시 동대문구 답십리로 303,360.7,지상5,동대문소방서
849,N마을고시텔,고시원업,2007-06-15,서울특별시 동대문구 회기동 75,서울특별시 동대문구 이문로 17-26,421.5,"지상2,3",동대문소방서
850,한빛고시원,고시원업,2007-06-18,서울특별시 동대문구 장안동 416-4,서울특별시 동대문구 한천로2길 104,245.25,지상3,동대문소방서
851,윈윈텔,고시원업,2007-06-20,서울특별시 동대문구 용두동 40-3,서울특별시 동대문구 고산자로 411,214.6,지상4,동대문소방서
852,큰빛고시원,고시원업,2008-12-09,서울특별시 동대문구 청량리동 50-1,서울특별시 동대문구 왕산로 253-1,240.97,지상5,동대문소방서
853,한샘고시원,고시원업,2012-12-05,서울특별시 동대문구 신설동 103-1,서울특별시 동대문구 천호대로 8,298.35,"지상3,4",동대문소방서
854,마이룸고시원,고시원업,2012-07-26,서울특별시 동대문구 답십리동 468-13,서울특별시 동대문구 황물로 71,427.31,지상3,동대문소방서
855,우디스테이 2호점,고시원업,2008-12-30,서울특별시 동대문구 휘경동 183-352,서울특별시 동대문구 이문로 54,367.2,"지상3,4",동대문소방서
856,미래고시원,고시원업,2007-08-10,서울특별시 동대문구 답십리동 496-17,서울특별시 동대문구 천호대로 269,367.2,"지상3,4",동대문소방서
857,장안원룸텔(구.미래원룸),고시원업,2009-04-17,서울특별시 동대문구 장안동 337-19,서울특별시 동대문구 답십리로72길 36,349.14,지상5,동대문소방서
858,호원고시텔,고시원업,2009-04-28,서울특별시 동대문구 회기동 103-105,서울특별시 동대문구 이문로3길 70-1,699.36,"지하1/지상1,2,3,4",동대문소방서
859,현대고시원,고시원업,2009-04-23,서울특별시 동대문구 청량리동 743-2,서울특별시 동대문구 홍릉로 5,211.57,지상5,동대문소방서
860,우리고시원,고시원업,2013-09-12,서울특별시 동대문구 청량리동 569,서울특별시 동대문구 홍릉로15길 8,199.2,"지상3,4",동대문소방서
861,경동고시원,고시원업,2007-12-28,서울특별시 동대문구 제기동 1077-2,서울특별시 동대문구 고산자로 457,337.5,"지상3,4",동대문소방서
862,뉴고대정문고시원,고시원업,2012-08-29,서울특별시 동대문구 제기동 137-66,서울특별시 동대문구 안암로22길 2,201.5,"지상3,4",동대문소방서
863,"현대원룸텔(구,현대고시원)",고시원업,2007-04-25,서울특별시 동대문구 장안동 294-10,서울특별시 동대문구 답십리로 263,296.58,지상4,동대문소방서
864,근영고시텔(3층),고시원업,2018-09-17,서울특별시 동대문구 휘경동 191-7,서울특별시 동대문구 회기로 197-1,125.4,지상3,동대문소방서
865,도담레지던스,고시원업,2019-09-23,서울특별시 동대문구 회기동 42-23,서울특별시 동대문구 경희대로3길 30,219.74,지상2,동대문소방서
866,스토리하우스,고시원업,2020-01-06,서울특별시 동대문구 이문동 346-34,서울특별시 동대문구 이문로9길 40,410.71,"지하1/지상1,2,3,4",동대문소방서
867,현진,고시원업,2020-01-06,서울특별시 동대문구 이문동 264-510,서울특별시 동대문구 천장산로9가길 10,348.21,"지하1/지상1,2,3",동대문소방서
868,랭스테이,고시원업,2022-02-28,서울특별시 동대문구 신설동 76-34,서울특별시 동대문구 한빛로 12,340.32,"지상4,5",동대문소방서
869,에피소드 9,고시원업,2022-11-10,서울특별시 영등포구 신길동 4826,서울특별시 영등포구 여의대방로 9,495.14,"지상2,3,4,5,6",영등포소방서
870,메가스테이,고시원업,2022-09-05,서울특별시 영등포구 영등포동6가 63,서울특별시 영등포구 영신로40길 15,378,"지상2,3",영등포소방서
871,커런트페이지,고시원업,2022-05-06,서울특별시 영등포구 영등포동5가 42-11,서울특별시 영등포구 영중로18길 8,471.04,"지상1,2,3,4",영등포소방서
872,스테이원룸텔,고시원업,2022-02-04,서울특별시 영등포구 영등포동3가 21,서울특별시 영등포구 영중로4길 13-2,435.7,"지상3,4",영등포소방서
873,픽셀하우스,고시원업,2022-03-22,서울특별시 영등포구 신길동 1228,서울특별시 영등포구 여의대방로53가길 12,281.22,지상2/옥탑3,영등포소방서
874,JDS고시원,고시원업,2021-12-17,서울특별시 영등포구 영등포동3가 5-8,서울특별시 영등포구 영중로10길 9,79.49,지상4,영등포소방서
875,대림원룸고시텔,고시원업,2021-07-12,서울특별시 영등포구 대림동 1031-1,서울특별시 영등포구 디지털로54길 3,171.62,지상3,영등포소방서
876,여의도원룸텔(4층),고시원업,2020-10-12,서울특별시 영등포구 여의도동 53-2,서울특별시 영등포구 여의대방로70길 7,156.72,지상4,영등포소방서
877,비버하우스,고시원업,2008-11-06,서울특별시 영등포구 당산동3가 91-1,서울특별시 영등포구 국회대로38길 8,385.27,지상3,영등포소방서
878,아지레지던스 영등포점,고시원업,2019-11-20,서울특별시 영등포구 영등포동3가 10-28,서울특별시 영등포구 영중로4길 8,294.8,"지상3,4",영등포소방서
879,GS월드,고시원업,2019-04-25,서울특별시 영등포구 당산동5가 7-45,서울특별시 영등포구 당산로41길 20-3,543.01,"지상2,3,4,5,6,7,8",영등포소방서
880,그루레지던스,고시원업,2019-08-26,서울특별시 영등포구 영등포동2가 28-156,서울특별시 영등포구 국회대로54길 43,511.07,"지상2,3",영등포소방서
881,해피 고시텔,고시원업,2018-08-28,서울특별시 영등포구 도림동 183-11,서울특별시 영등포구 도영로 36,126.31,지상2,영등포소방서
882,보배,고시원업,2018-05-18,서울특별시 영등포구 양평동1가 88,서울특별시 영등포구 선유동1로 15-2,84.32,지상2,영등포소방서
883,휴클래스,고시원업,2017-12-06,서울특별시 영등포구 영등포동2가 34-137,서울특별시 영등포구 영등포로47길 13,487.58,"지상2,3,4,5,6,7",영등포소방서
884,진성빌딩,고시원업,2017-11-07,서울특별시 영등포구 신길동 454-1,서울특별시 영등포구 여의대방로51길 15,483.12,"지상1,2,3",영등포소방서
885,굿스테이,고시원업,2017-11-06,서울특별시 영등포구 신길동 1136,서울특별시 영등포구 여의대방로 219,114.68,지상2,영등포소방서
886,행복하우스,고시원업,2017-04-19,서울특별시 영등포구 영등포동 592-75,서울특별시 영등포구 영신로10길 11-12,270.1,"지상1,2,3,4",영등포소방서
887,대방레지던스원룸텔,고시원업,2017-05-17,서울특별시 영등포구 신길동 449-2,서울특별시 영등포구 영등포로 408,308.3,"지상1,2",영등포소방서
888,대진고시원,고시원업,2017-08-31,서울특별시 영등포구 영등포동4가 431-8,서울특별시 영등포구 영중로3길 11,518,"지상4,5",영등포소방서
889,갤럭시원룸텔,고시원업,2017-05-15,서울특별시 영등포구 도림동 217-7,서울특별시 영등포구 도영로7길 4,498.66,"지상2,3,4",영등포소방서
890,리젠드힐스1,고시원업,2017-01-26,서울특별시 영등포구 신길동 804,서울특별시 영등포구 가마산로 579-10,124.04,지하1,영등포소방서
891,명지원리빙텔Ⅱ,고시원업,2016-10-19,서울특별시 영등포구 대림동 1020-1,서울특별시 영등포구 대림로 109,221.65,지상3,영등포소방서
892,에이스원룸텔,고시원업,2016-09-22,서울특별시 영등포구 영등포동3가 17-11,서울특별시 영등포구 영등포로42길 9-1,433,"지상3,4,5",영등포소방서
893,VIP리빙텔,고시원업,2016-06-23,서울특별시 영등포구 영등포동3가 3-12,서울특별시 영등포구 영중로10길 23,389.97,"지상2,3,4",영등포소방서
894,아띠하우스,고시원업,2016-04-04,서울특별시 영등포구 영등포동3가 3-4,서울특별시 영등포구 영등포로 248,356.32,지상5,영등포소방서
895,라이프 하우스,고시원업,2016-02-24,서울특별시 영등포구 영등포동2가 94-118,서울특별시 영등포구 버드나루로 48,469,"지상4,5",영등포소방서
896,니오빌원룸텔,고시원업,2016-01-08,서울특별시 영등포구 영등포동3가 6-10,서울특별시 영등포구 영등포로 220-1,390.08,"지상2,3,4",영등포소방서
897,여의도원룸텔(3층),고시원업,2016-01-06,서울특별시 영등포구 여의도동 53-2,서울특별시 영등포구 여의대방로70길 7,121.77,지상3,영등포소방서
898,가온고시원,고시원업,2015-11-10,서울특별시 영등포구 대림동 963-1,서울특별시 영등포구 시흥대로185길 5,369.26,"지상2,3",영등포소방서
899,모던게스트원룸텔,고시원업,2015-09-10,서울특별시 영등포구 영등포동5가 63,서울특별시 영등포구 영중로24길 5-1,345.04,"지상3,4",영등포소방서
900,새롬하우스,고시원업,2015-07-13,서울특별시 영등포구 신길동 95-66,서울특별시 영등포구 영등포로72길 3,264,"지상2,3",영등포소방서
901,팰리스타운,고시원업,2015-03-30,서울특별시 영등포구 영등포동6가 69-10,서울특별시 영등포구 영신로38길 19,411.94,"지상2,3,4,5",영등포소방서
902,테라스 원룸텔,고시원업,2015-01-23,서울특별시 영등포구 양평동4가 29-1,서울특별시 영등포구 선유로 258,,지상4,영등포소방서
903,여의도 리빙텔,고시원업,2015-05-29,서울특별시 영등포구 신길동 1437,서울특별시 영등포구 여의대방로62길 4,371.08,"지상3,4",영등포소방서
904,e고시텔,고시원업,2015-01-05,서울특별시 영등포구 신길동 467-2,서울특별시 영등포구 영등포로84길 12,187.42,지상3,영등포소방서
905,청담리빙텔,고시원업,2014-09-26,서울특별시 영등포구 신길동 449-29,서울특별시 영등포구 여의대방로55길 20,467.44,"지상1,2,3",영등포소방서
906,오투원룸텔,고시원업,2014-07-07,서울특별시 영등포구 영등포동5가 41-11,서울특별시 영등포구 영중로14길 11-13,432.82,"지하1/지상1,2,3",영등포소방서
907,오투원룸텔,고시원업,2014-07-07,서울특별시 영등포구 영등포동5가 41-11,서울특별시 영등포구 영중로14길 11-13,432.82,"지하1/지상1,2,3",영등포소방서
908,베스트빌,고시원업,2015-04-09,서울특별시 영등포구 당산동3가 395-50,서울특별시 영등포구 당산로31길 22-6,454.84,"지상2,3,4,5",영등포소방서
909,라온스테이대방점,고시원업,2014-02-25,서울특별시 영등포구 신길동 96-15,서울특별시 영등포구 영등포로 382-1,315,"지상1,2,3",영등포소방서
910,보라매고시텔,고시원업,2013-12-24,서울특별시 영등포구 신길동 625,서울특별시 영등포구 신풍로25길 14,260.83,지상3,영등포소방서
911,효산센터뷰,고시원업,2014-02-18,서울특별시 영등포구 당산동5가 7-42,서울특별시 영등포구 당산로41길 22,540.68,"지상2,3,4,5,6,7,8",영등포소방서
912,황금고시원,고시원업,2013-10-28,서울특별시 영등포구 당산동3가 395-3,서울특별시 영등포구 국회대로30길 14,195,지상4,영등포소방서
913,미니하우스(4층),고시원업,2013-09-30,서울특별시 영등포구 영등포동4가 116-7,서울특별시 영등포구 영신로32길 18,96.6,지상4,영등포소방서
914,마이홈리빙텔,고시원업,2013-06-17,서울특별시 영등포구 대림동 808-26,서울특별시 영등포구 대림로29길 43,268.8,지상4,영등포소방서
915,중앙리빙텔,고시원업,2013-05-31,서울특별시 영등포구 대림동 1058-33,서울특별시 영등포구 도림천로11길 24,194,"지상2,3",영등포소방서
916,스테이휴,고시원업,2013-04-01,서울특별시 영등포구 신길동 110-2,서울특별시 영등포구 도신로65길 2,283.55,"지상4,5",영등포소방서
917,"미니하우스(2,3층)",고시원업,2013-03-25,서울특별시 영등포구 영등포동4가 116-7,서울특별시 영등포구 영신로32길 18,217.12,"지상2,3",영등포소방서
918,파크리빙텔,고시원업,2013-02-06,서울특별시 영등포구 영등포동2가 29-69,서울특별시 영등포구 국회대로54길 35,252.29,지상3,영등포소방서
919,더하우스,고시원업,2013-01-04,서울특별시 영등포구 당산동6가 340-1,서울특별시 영등포구 양평로12길 7,494.86,"지상4,5",영등포소방서
920,학고시원,고시원업,2013-01-02,서울특별시 영등포구 영등포동 618-63,서울특별시 영등포구 영신로20길 6-1,214.2,"지상4,5",영등포소방서
921,W하우스,고시원업,2013-01-14,서울특별시 영등포구 당산동4가 1-145,서울특별시 영등포구 국회대로37길 6,371,"지상4,5",영등포소방서
922,코지웰빙텔,고시원업,2012-12-19,서울특별시 영등포구 영등포동 618-17,서울특별시 영등포구 영신로20가길 7,629,"지상1,2,3,4,5",영등포소방서
923,행복원룸텔,고시원업,2012-11-22,서울특별시 영등포구 영등포동4가 97-3,서울특별시 영등포구 영신로30길 29,268.52,"지상2,3,4,5",영등포소방서
924,영일고시텔,고시원업,2012-12-13,서울특별시 영등포구 영등포동 620-173,서울특별시 영등포구 영신로9길 6-1,130.28,지상1,영등포소방서
925,예스고시텔,고시원업,2012-11-13,서울특별시 영등포구 당산동1가 74-2,서울특별시 영등포구 영등포로 165,386.1,"지상2,3,4",영등포소방서
926,해피하우스,고시원업,2012-10-11,서울특별시 영등포구 신길동 113-77,서울특별시 영등포구 도신로64길 16,165.3,지상3,영등포소방서
927,골드리치빌,고시원업,2012-09-19,서울특별시 영등포구 당산동6가 104-3,서울특별시 영등포구 당산로52길 23,407.56,"지상3,4",영등포소방서
928,엘리트고시원,고시원업,2012-08-17,서울특별시 영등포구 영등포동1가 139-5,서울특별시 영등포구 경인로 872,256,지상4,영등포소방서
929,IT리빙텔,고시원업,2006-11-03,서울특별시 영등포구 대림동 990-4,서울특별시 영등포구 시흥대로 629,411.9,지상2,영등포소방서
930,미니하우스,고시원업,2012-08-09,서울특별시 영등포구 영등포동4가 117-4,서울특별시 영등포구 영신로32길 12,493.58,"지상3,4,5",영등포소방서
931,네오텔,고시원업,2012-07-20,서울특별시 영등포구 도림동 202-52,서울특별시 영등포구 도영로7길 12,764.89,"지상2,3,4,5,6,7,8",영등포소방서
932,신세계리빙텔,고시원업,2012-07-19,서울특별시 영등포구 영등포동4가 435-1,서울특별시 영등포구 영중로3길 12-1,370.92,"지상2,3,4",영등포소방서
933,하이스테이,고시원업,2012-07-06,서울특별시 영등포구 대림동 700-6,서울특별시 영등포구 대림로 140,434.28,"지상2,3",영등포소방서
934,기원(주원시티),고시원업,2012-06-11,서울특별시 영등포구 영등포동7가 94-351,서울특별시 영등포구 국회대로56길 15-1,664.12,"지상4,5,6,7",영등포소방서
935,동아고시원,고시원업,2012-06-08,서울특별시 영등포구 당산동 121-117,서울특별시 영등포구 국회대로53길 28-7,658.55,"지상2,3,4,5,6",영등포소방서
936,길고시원,고시원업,2012-06-01,서울특별시 영등포구 영등포동4가 95,서울특별시 영등포구 영신로32길 28,143.47,지상4,영등포소방서
937,SJ고시텔(2층),고시원업,2012-05-31,서울특별시 영등포구 도림동 186-27,서울특별시 영등포구 도영로 40,125.95,지상2,영등포소방서
938,SJ고시텔(3-5),고시원업,2012-05-31,서울특별시 영등포구 도림동 186-27,서울특별시 영등포구 도영로 40,377.85,"지상3,4,5",영등포소방서
